Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The Stanford Machine Translation Project","Words and Intelligence I","","","","10.1007/1-4020-5285-5_3","Yorick Wilks","2007","http://link.springer.com/chapter/10.1007/1-4020-5285-5_3","Chapter"
"What Would Pragmatics-Based Machine Translation be Like?","Machine Translation","","","","10.1007/978-0-387-72774-5_14","Yorick Wilks","2009","http://link.springer.com/chapter/10.1007/978-0-387-72774-5_14","Chapter"
"An Artificial Intelligence Approach to Machine Translation","Machine Translation","","","","10.1007/978-0-387-72774-5_3","Yorick Wilks","2009","http://link.springer.com/chapter/10.1007/978-0-387-72774-5_3","Chapter"
"From First Conception to First Demonstration: the Nascent Years of Machine Translation, 1947–1954. A Chronology","Machine Translation","","12","3","10.1023/A:1007969630568","John Hutchins","1997","http://link.springer.com/article/10.1023/A%3A1007969630568","Article"
"The context of machine translation","Computers and translation","","2","2 - 3","10.1007/BF02274445","Winfred P. Lehmann","1987","http://link.springer.com/article/10.1007/BF02274445","Article"
"A ranking method for example based machine translation results by learning from user feedback","Applied Intelligence","","35","2","10.1007/s10489-010-0222-7","Turhan DaybelgeIlyas Cicekli","2011","http://link.springer.com/article/10.1007/s10489-010-0222-7","Article"
"Syntactic mismatches in machine translation","Machine Translation","","20","2","10.1007/s10590-006-9013-7","Igor Mel’čukLeo Wanner","2006","http://link.springer.com/article/10.1007/s10590-006-9013-7","Article"
"Sense Disambiguation of English Simple Prepositions in the Context of English–Hindi Machine Translation System","Knowledge Computing and Its Applications","","","","10.1007/978-981-10-6680-1_13","D. Jyothi RatnamM. Anand KumarB. PremjithK. P. SomanS. Rajendran","2018","http://link.springer.com/chapter/10.1007/978-981-10-6680-1_13","Chapter"
"Multi-modal indicators for estimating perceived cognitive load in post-editing of machine translation","Machine Translation","","33","1 - 2","10.1007/s10590-019-09227-8","Nico HerbigSantanu PalMihaela VelaAntonio KrügerJosef van Genabith","2019","http://link.springer.com/article/10.1007/s10590-019-09227-8","Article"
"Multi-domain Adapted Machine Translation Using Unsupervised Text Clustering","Modeling and Using Context","","","","10.1007/978-3-319-25591-0_15","Lars BungumBjörn Gambäck","2015","http://link.springer.com/chapter/10.1007/978-3-319-25591-0_15","Chapter"
"Extremely low-resource neural machine translation for Asian languages","Machine Translation","","34","4","10.1007/s10590-020-09258-6","Raphael RubinoBenjamin MarieRaj DabreAtushi FujitaMasao UtiyamaEiichiro Sumita","2020","http://link.springer.com/article/10.1007/s10590-020-09258-6","Article"
"Pivot language approach for phrase-based statistical machine translation","Machine Translation","","21","3","10.1007/s10590-008-9041-6","Hua WuHaifeng Wang","2007","http://link.springer.com/article/10.1007/s10590-008-9041-6","Article"
"A Statistical Dialogue Analysis Model Based on Speech Acts for Dialogue Machine Translation","Machine Translation","","13","4","10.1023/A:1008007325490","Jae-Won LeeJungyun SeoGil Chang Kim","1998","http://link.springer.com/article/10.1023/A%3A1008007325490","Article"
"Automatic Extraction of Rules for Anaphora Resolution of Japanese Zero Pronouns in Japanese–English Machine Translation from Aligned Sentence Pairs","Machine Translation","","14","3 - 4","10.1023/A:1011181124507","Hiromi Nakaiwa","1999","http://link.springer.com/article/10.1023/A%3A1011181124507","Article"
"Compositions of Tree-to-Tree Statistical Machine Translation Models","Developments in Language Theory","","","","10.1007/978-3-662-53132-7_24","Andreas Maletti","2016","http://link.springer.com/chapter/10.1007/978-3-662-53132-7_24","Chapter"
"Application 2: Machine Translation","Multiword Expressions Acquisition","","","","10.1007/978-3-319-09207-2_7","Carlos Ramisch","2015","http://link.springer.com/chapter/10.1007/978-3-319-09207-2_7","Chapter"
"Translation practice in the workplace: contextual analysis and implications for machine translation","Machine Translation","","25","1","10.1007/s10590-011-9093-x","Nikiforos KaramanisSaturnino LuzGavin Doherty","2011","http://link.springer.com/article/10.1007/s10590-011-9093-x","Article"
"MT model space: statistical versus compositional versus example-based machine translation","Machine Translation","","19","3 - 4","10.1007/s10590-006-9009-3","Dekai Wu","2005","http://link.springer.com/article/10.1007/s10590-006-9009-3","Article"
"Assessing the impact of real-time machine translation on multilingual meetings in global software projects","Empirical Software Engineering","","21","3","10.1007/s10664-015-9372-x","Fabio CalefatoFilippo LanubileTayana ConteRafael Prikladnicki","2016","http://link.springer.com/article/10.1007/s10664-015-9372-x","Article"
"Interactive Resolution of Intrinsic and Translational Ambiguity in a Machine Translation System","Computational Linguistics and Intelligent Text Processing","","","","10.1007/978-3-540-30586-6_42","Igor M. BoguslavskyLeonid L. IomdinAlexander V. LazurskyLeonid G. MityushinVictor G. SizovLeonid G. KreydlinAlexander S. Berdichevsky","2005","http://link.springer.com/chapter/10.1007/978-3-540-30586-6_42","Chapter"
"Research on statistical machine translation model based on deep neural network","Computing","","102","3","10.1007/s00607-019-00752-1","Ying Xia","2020","http://link.springer.com/article/10.1007/s00607-019-00752-1","Article"
"Morphological mismatches in machine translation","Machine Translation","","22","3","10.1007/s10590-009-9051-z","Igor Mel’čukLeo Wanner","2008","http://link.springer.com/article/10.1007/s10590-009-9051-z","Article"
"Quality estimation-guided supplementary data selection for domain adaptation of statistical machine translation","Machine Translation","","29","2","10.1007/s10590-014-9165-9","Pratyush BanerjeeRaphael RubinoJohann RoturierJosef van Genabith","2015","http://link.springer.com/article/10.1007/s10590-014-9165-9","Article"
"Quantitative fine-grained human evaluation of machine translation systems: a case study on English to Croatian","Machine Translation","","32","3","10.1007/s10590-018-9214-x","Filip KlubičkaAntonio ToralVíctor M. Sánchez-Cartagena","2018","http://link.springer.com/article/10.1007/s10590-018-9214-x","Article"
"A Bayesian non-linear method for feature selection in machine translation quality estimation","Machine Translation","","29","2","10.1007/s10590-014-9164-x","Kashif ShahTrevor CohnLucia Specia","2015","http://link.springer.com/article/10.1007/s10590-014-9164-x","Article"
"A Machine-Learning Framework for Hybrid Machine Translation","KI 2012: Advances in Artificial Intelligence","","","","10.1007/978-3-642-33347-7_4","Christian Federmann","2012","http://link.springer.com/chapter/10.1007/978-3-642-33347-7_4","Chapter"
"Deep Learning in Machine Translation","Deep Learning in Natural Language Processing","","","","10.1007/978-981-10-5209-5_6","Yang LiuJiajun Zhang","2018","http://link.springer.com/chapter/10.1007/978-981-10-5209-5_6","Chapter"
"The Tenjinno Machine Translation Competition","Grammatical Inference: Algorithms and Applications","","","","10.1007/11872436_18","Bradford StarkieMenno van ZaanenDominique Estival","2006","http://link.springer.com/chapter/10.1007/11872436_18","Chapter"
"Example-based machine translation based on tree–string correspondence and statistical generation","Machine Translation","","20","1","10.1007/s10590-006-9016-4","Zhanyi LiuHaifeng WangHua Wu","2006","http://link.springer.com/article/10.1007/s10590-006-9016-4","Article"
"Context-Aware Phrase Representation for Statistical Machine Translation","PRICAI 2018: Trends in Artificial Intelligence","","","","10.1007/978-3-319-97304-3_11","Zhiwei RuanJinsong SuDeyi XiongRongrong Ji","2018","http://link.springer.com/chapter/10.1007/978-3-319-97304-3_11","Chapter"
"Studying machine translation technologies for large-data CLIR tasks: a patent prior-art search case study","Information Retrieval","","17","5 - 6","10.1007/s10791-013-9231-6","Walid MagdyGareth J. F. Jones","2014","http://link.springer.com/article/10.1007/s10791-013-9231-6","Article"
"Application of OSTIA to machine translation tasks","Grammatical Inference and Applications","","","","10.1007/3-540-58473-0_140","Antonio CastellanosIsabel GalianoEnrique Vidal","1994","http://link.springer.com/chapter/10.1007/3-540-58473-0_140","Chapter"
"Machine translation of non-literary texts: Some Canadian experiences","Machine Translation","","6","1","10.1007/BF00570615","C. C. GotliebL. d'Haenens","1991","http://link.springer.com/article/10.1007/BF00570615","Article"
"Re-engineering Machine Translation Systems through Symbiotic Approach","Contemporary Computing","","","","10.1007/978-3-642-14825-5_17","Pawan KumarRashid AhmadA. K. RathaurMukul K. SinhaR. Sangal","2010","http://link.springer.com/chapter/10.1007/978-3-642-14825-5_17","Chapter"
"Jane: an advanced freely available hierarchical machine translation toolkit","Machine Translation","","26","3","10.1007/s10590-011-9120-y","David VilarDaniel SteinMatthias HuckHermann Ney","2012","http://link.springer.com/article/10.1007/s10590-011-9120-y","Article"
"Approaches to Human and Machine Translation Quality Assessment","Translation Quality Assessment","","","","10.1007/978-3-319-91241-7_2","Sheila CastilhoStephen DohertyFederico GaspariJoss Moorkens","2018","http://link.springer.com/chapter/10.1007/978-3-319-91241-7_2","Chapter"
"A machine translation system from Arabic sign language to Arabic","Universal Access in the Information Society","","19","4","10.1007/s10209-019-00695-6","Hamzah LuqmanSabri A. Mahmoud","2020","http://link.springer.com/article/10.1007/s10209-019-00695-6","Article"
"Using target-language information to train part-of-speech taggers for machine translation","Machine Translation","","22","1 - 2","10.1007/s10590-008-9044-3","Felipe Sánchez-MartínezJuan Antonio Pérez-OrtizMikel L. Forcada","2008","http://link.springer.com/article/10.1007/s10590-008-9044-3","Article"
"A two-level knowledge representation for machine translation: Lexical semantics and tense/aspect","Lexical Semantics and Knowledge Representation","","","","10.1007/3-540-55801-2_41","Bonnie J. Dorr","1992","http://link.springer.com/chapter/10.1007/3-540-55801-2_41","Chapter"
"Oracle decoding as a new way to analyze phrase-based machine translation","Machine Translation","","27","2","10.1007/s10590-012-9134-0","Guillaume WisniewskiFrançois Yvon","2013","http://link.springer.com/article/10.1007/s10590-012-9134-0","Article"
"Incident-Driven Machine Translation and Name Tagging for Low-resource Languages","Machine Translation","","32","1 - 2","10.1007/s10590-017-9207-1","Ulf HermjakobQiang LiDaniel MarcuJonathan MaySebastian J. MielkeNima PourdamghaniMichael PustXing ShiKevin KnightTomer LevinboimKenton MurrayDavid ChiangBoliang ZhangXiaoman PanDi LuYing Lin","2018","http://link.springer.com/article/10.1007/s10590-017-9207-1","Article"
"GREAT: open source software for statistical machine translation","Machine Translation","","25","2","10.1007/s10590-011-9097-6","Jorge GonzálezFrancisco Casacuberta","2011","http://link.springer.com/article/10.1007/s10590-011-9097-6","Article"
"Cross-Lingual Ontology Mapping – An Investigation of the Impact of Machine Translation","The Semantic Web","","","","10.1007/978-3-642-10871-6_1","Bo FuRob BrennanDeclan O’Sullivan","2009","http://link.springer.com/chapter/10.1007/978-3-642-10871-6_1","Chapter"
"Machine Translation and Self-post-editing for Academic Writing Support: Quality Explorations","Translation Quality Assessment","","","","10.1007/978-3-319-91241-7_11","Sharon O’BrienMichel SimardMarie-Josée Goulet","2018","http://link.springer.com/chapter/10.1007/978-3-319-91241-7_11","Chapter"
"CCMT 2019 Machine Translation Evaluation Report","Machine Translation","","","","10.1007/978-981-15-1721-1_11","Muyun YangXixin HuHao XiongJiayi WangYiliyaer JiaermuhamaitiZhongjun HeWeihua LuoShujian Huang","2019","http://link.springer.com/chapter/10.1007/978-981-15-1721-1_11","Chapter"
"Improving neural machine translation through phrase-based soft forced decoding","Machine Translation","","34","1","10.1007/s10590-020-09244-y","Jingyi ZhangMasao UtiyamaEiichro SumitaGraham NeubigSatoshi Nakamura","2020","http://link.springer.com/article/10.1007/s10590-020-09244-y","Article"
"Automatic induction of bilingual resources from aligned parallel corpora: application to shallow-transfer machine translation","Machine Translation","","20","4","10.1007/s10590-007-9027-9","Helena M. CaseliMaria das Graças V. NunesMikel L. Forcada","2006","http://link.springer.com/article/10.1007/s10590-007-9027-9","Article"
"A Hybrid Approach to Statistical Machine Translation Between Standard and Dialectal Varieties","Human Language Technology. Challenges for Computer Science and Linguistics","","","","10.1007/978-3-319-43808-5_26","Friedrich NeubarthBarry HaddowAdolfo Hernández HuertaHarald Trost","2016","http://link.springer.com/chapter/10.1007/978-3-319-43808-5_26","Chapter"
"Statistical machine translation of Indian languages: a survey","Neural Computing and Applications","","31","7","10.1007/s00521-017-3206-2","Nadeem Khan JadoonWaqas AnwarUsama Ijaz BajwaFarooq Ahmad","2019","http://link.springer.com/article/10.1007/s00521-017-3206-2","Article"
"Utilization of Multi-word Expressions to Improve Statistical Machine Translation of Statutory Sentences","New Frontiers in Artificial Intelligence","","","","10.1007/978-3-319-50953-2_18","Satomi SakamotoYasuhiro OgawaMakoto NakamuraTomohiro OhnoKatsuhiko Toyama","2017","http://link.springer.com/chapter/10.1007/978-3-319-50953-2_18","Chapter"
"Machine Translation and the Challenge of Patents","Current Challenges in Patent Information Retrieval","","","","10.1007/978-3-662-53817-3_16","John Tinsley","2017","http://link.springer.com/chapter/10.1007/978-3-662-53817-3_16","Chapter"
