Authors,Title,Year,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Macková, K., Straka, M.",Reading comprehension in czech via machine translation and cross-lingual transfer,2020,171,179,9,,10.1007/978-3-030-58323-1_18,https://www.scopus.com/inward/record.url?eid=2-s2.0-85091138349&partnerID=40&md5=a31657412ee1d6ff404560cc5c95295e,Conference Paper,Scopus,2-s2.0-85091138349
"Madnani, N., Tetreault, J., Chodorow, M.",Re-examining machine translation metrics for paraphrase identification,2012,182,190,9,137,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84926190420&partnerID=40&md5=23614ce9d8fcd66f1d332cff09fa6802,Conference Paper,Scopus,2-s2.0-84926190420
"Maheshwari, A., Dorai Rangaswamy, M.A.",Enhanced machine transliteration using bagging words and decision tree,2018,1073,1081,9,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85053706885&partnerID=40&md5=9e5187a0a4e0bc55ed7313272e17286f,Article,Scopus,2-s2.0-85053706885
"Mahsut, M., Ogawa, Y., Sugino, K., Toyama, K., Inagaki, Y.",An experiment on japanese-uighur machine translation and its evaluation,2004,208,216,9,2,10.1007/978-3-540-30194-3_23,https://www.scopus.com/inward/record.url?eid=2-s2.0-35048863922&partnerID=40&md5=42c6c69a1673f49feede1a4f394bbe64,Article,Scopus,2-s2.0-35048863922
"Malik, P., Mrudula, Y., Baghel, A.S.",A better gauging model for the evaluation of automatic machine translation of english – hindi language,2019,633,641,9,,10.35940/ijitee.I8965.0881019,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071314736&partnerID=40&md5=5875543147e53e27e2a4f7b6a3160a71,Article,Scopus,2-s2.0-85071314736
"Mall, S., Jaiswal, U.C.",Developing a system for machine translation from Hindi language to English language,2013,79,87,9,10,10.1109/ICCCT.2013.6749607,https://www.scopus.com/inward/record.url?eid=2-s2.0-84898452750&partnerID=40&md5=0e4d469898274208df59043b9ed8b140,Conference Paper,Scopus,2-s2.0-84898452750
"Marcu, D., Wang, W., Echihabi, A., Knight, K.",SPMT: Statistical machine translation with Syntactified target language Phrases,2006,44,52,9,126,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053376957&partnerID=40&md5=1f4ac092a104844836bedf0482b7cb91,Conference Paper,Scopus,2-s2.0-80053376957
"Martínez-Santiago, F., García-Cumbreras, M.A., Díaz-Galiano, M.C., Ureña, L.A.",SINAI at CLEF 2004: Using machine translation resources with a mixed 2-step RSV merging algorithm,2005,156,164,9,6,10.1007/11519645_16,https://www.scopus.com/inward/record.url?eid=2-s2.0-24944528354&partnerID=40&md5=edde13c149603b10a45003a504decb14,Conference Paper,Scopus,2-s2.0-24944528354
"Marton, Y., Zitouni, I.",Transliteration normalization for Information Extraction and Machine Translation,2014,379,387,9,4,10.1016/j.jksuci.2014.06.011,https://www.scopus.com/inward/record.url?eid=2-s2.0-85006220632&partnerID=40&md5=e9c9f6aa3f5ece526cb6fbbb3bdab68e,Article,Scopus,2-s2.0-85006220632
"Mauser, A., Hasan, S., Ney, H.",Extending statistical machine translation with discriminative and trigger-based lexicon models,2009,210,218,9,25,10.3115/1699510.1699538,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053413896&partnerID=40&md5=099aa3f12c256eb409ac510f3b4d8bf8,Conference Paper,Scopus,2-s2.0-80053413896
"May, J., Knight, K.",Syntactic re-alignment models for machine translation,2007,360,368,9,24,,https://www.scopus.com/inward/record.url?eid=2-s2.0-67650435859&partnerID=40&md5=0fd252f163097c6eeb54bb2ad673386d,Conference Paper,Scopus,2-s2.0-67650435859
"Meftouh, K., Harrat, S., Jamoussi, S., Abbas, M., Smaili, K.",Machine translation experiments on PADIC: A parallel Arabic dialect corpus,2015,26,34,9,34,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84967285770&partnerID=40&md5=4434cbb3ab5eb4490a670bc317113317,Conference Paper,Scopus,2-s2.0-84967285770
"Mellebeek, B., Khasin, A., Van Genabith, J., Way, A.",TransBooster: Boosting the performance of wide-coverage machine translation systems,2005,189,197,9,5,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84857512981&partnerID=40&md5=39e52482ea4937787fc99c3c5895f371,Conference Paper,Scopus,2-s2.0-84857512981
"Mellebeek, B., Owczarzak, K., Van Genabith, J., Way, A.",Multi-engine machine translation by recursive sentence decomposition,2006,110,118,9,13,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84857526112&partnerID=40&md5=daec8cbbf294b60d7e9de8759585425a,Conference Paper,Scopus,2-s2.0-84857526112
"Mi, H., Huang, L., Liu, Q.",Machine translation with lattices and forests,2010,837,845,9,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053416791&partnerID=40&md5=9ebf671a043bc1add095cc8f371d3200,Conference Paper,Scopus,2-s2.0-80053416791
"Minnis, S.",Constructive machine translation evaluation,1993,67,75,9,3,10.1007/BF00981244,https://www.scopus.com/inward/record.url?eid=2-s2.0-0006733727&partnerID=40&md5=94a8be746a1169a6b231a97e216a92ef,Article,Scopus,2-s2.0-0006733727
"Miranda Jr., A., García, L.S.",Wiklang - A definition environment for monolingual and bilingual dictionaries to shallow-transfer Machine Translation,2010,159,167,9,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84860776532&partnerID=40&md5=e6d7dde19873a29e13a5dfb509f9f37f,Conference Paper,Scopus,2-s2.0-84860776532
"Miyata, R., Tatsumi, M.",Evaluating the suitability of human-oriented text simplification for machine translation,2019,147,155,9,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084949200&partnerID=40&md5=86ef86a8b08f1a8680ca2d9c5832fbfa,Conference Paper,Scopus,2-s2.0-85084949200
"Mohammed, E.A., Ab Aziz, M.J.",English to Arabic machine translation based on reordring algorithm,2011,120,128,9,8,10.3844/jcssp.2011.120.128,https://www.scopus.com/inward/record.url?eid=2-s2.0-79251590273&partnerID=40&md5=cf116c8fd4e4bb5a1177eb480b877365,Article,Scopus,2-s2.0-79251590273
"Moore, G.W., Wakai, I., Satomura, Y., Giere, W.",TRANSOFT: Medical translation expert system,1989,149,157,9,4,10.1016/0933-3657(89)90029-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-10144246872&partnerID=40&md5=ffbf4a71c541e3c90efce2f6b67e43cd,Article,Scopus,2-s2.0-10144246872
"Munk, M., Munkova, D., Benko, L.",Towards the use of entropy as a measure for the reliability of automatic MT evaluation metrics,2018,3225,3233,9,3,10.3233/JIFS-169505,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063541188&partnerID=40&md5=5700f8521613bc3cc572c1d6f8fb696f,Article,Scopus,2-s2.0-85063541188
"Muzaffar, S., Behera, P., Jha, G.N.",A P?nini?n Framework for Analyzing Case Marker Errors in English-Urdu Machine Translation,2016,502,510,9,,10.1016/j.procs.2016.08.117,https://www.scopus.com/inward/record.url?eid=2-s2.0-84988842386&partnerID=40&md5=651591fd5ff61691a36a4f9c7bca01a4,Conference Paper,Scopus,2-s2.0-84988842386
"Nabende, P.",Towards data-driven machine translation for Lumasaaba,2019,3,11,9,,10.1007/978-3-030-02351-5_1,https://www.scopus.com/inward/record.url?eid=2-s2.0-85055816959&partnerID=40&md5=2fa630f04659929eab7f75a7fc30e526,Conference Paper,Scopus,2-s2.0-85055816959
"Nakabayashi, A., Kato, T.",Simulating segmentation by simultaneous interpreters for simultaneous machine translation,2019,165,173,9,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084951040&partnerID=40&md5=7386c866df9c6765588a243a85fe57dd,Conference Paper,Scopus,2-s2.0-85084951040
"Narzary, S., Brahma, M., Singha, B., Brahma, R., Dibragede, B., Barman, S., Nandi, S., Som, B.",Attention based english-bodo neural machine translation system for tourism domain,2019,335,343,9,,10.1109/ICCMC.2019.8819699,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072769121&partnerID=40&md5=5be2115e5c1ab26eb0193a10981c348c,Conference Paper,Scopus,2-s2.0-85072769121
"Nathani, B., Joshi, N., Purohit, G.N.",Rule-Based Derivational Stemmer for Sindhi Devanagari Using Suffix Stripping Approach,2020,227,235,9,,10.1007/978-981-13-8406-6_23,https://www.scopus.com/inward/record.url?eid=2-s2.0-85076486926&partnerID=40&md5=026fae788de2541468c5a9bfd1cbdf89,Conference Paper,Scopus,2-s2.0-85076486926
"Nghiem, M.-Q., Yoko Kristianto, G., Aizawa, A.",Using MathML parallel markup corpora for semantic enrichment of mathematical expressions,2013,1707,1715,9,5,10.1587/transinf.E96.D.1707,https://www.scopus.com/inward/record.url?eid=2-s2.0-84882573045&partnerID=40&md5=105353b73be0203bace19f7f8228f499,Article,Scopus,2-s2.0-84882573045
"Nguyen, L., Pham, V., Minh, H., Dinh, D., Manh, T.",Integrating amr semantic graphs to convolutional neural machine translation,2021,133,141,9,,10.24507/icicelb.12.02.133,https://www.scopus.com/inward/record.url?eid=2-s2.0-85102114177&partnerID=40&md5=cce264ad60f6e1b87bf0ec8b32a19fa1,Article,Scopus,2-s2.0-85102114177
"Nguyen, T.L., Vogel, S., Smith, N.A.",Nonparametric word segmentation for machine translation,2010,815,823,9,22,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053424373&partnerID=40&md5=9cf91caaa1e1911e938bf3d9e7574634,Conference Paper,Scopus,2-s2.0-80053424373
"Nguyen-Son, H.-Q., Thao, T.P., Hidano, S., Kiyomoto, S.",Detecting machine-translated text using back translation,2019,189,197,9,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85087142238&partnerID=40&md5=a182936f1fa6c933538c0eb67ff3c801,Conference Paper,Scopus,2-s2.0-85087142238
"Niehues, J., Cho, E., Ha, T.-L., Waibel, A.",Pre-translation for neural machine translation,2016,1828,1836,9,27,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85047012515&partnerID=40&md5=4fa726ecd709c61186c9b0dc2f07074f,Conference Paper,Scopus,2-s2.0-85047012515
"Nuriev, V., Buntman, N., Inkova, O.",Machine translation of Russian connectives into French: Errors and quality failures,2018,105,113,9,4,10.14357/19922264180215,https://www.scopus.com/inward/record.url?eid=2-s2.0-85050372016&partnerID=40&md5=d58e15f3821d045f95f228a62f95c2a8,Article,Scopus,2-s2.0-85050372016
"Nwet, K.T., Soe, K.M.",Myanmar-English machine translation model,2017,195,203,9,,10.1007/978-3-319-48490-7_23,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992372770&partnerID=40&md5=f39a379d7e2d1f4ac6bcc0f3dd657f25,Book Chapter,Scopus,2-s2.0-84992372770
"Oh, J.-H., Choi, K.-S., Isahara, H.",An alignment model for extracting English-Korean translations of term constituents,2006,2972,2980,9,,10.1093/ietisy/e89-d.12.2972,https://www.scopus.com/inward/record.url?eid=2-s2.0-33845570821&partnerID=40&md5=d56dfa29a1b4aab67db270760b43063c,Article,Scopus,2-s2.0-33845570821
"Ohri, A., Schmah, T.",Machine Translation of Mathematical Text,2021,38078,38086,9,,10.1109/ACCESS.2021.3063715,https://www.scopus.com/inward/record.url?eid=2-s2.0-85102291013&partnerID=40&md5=31ff0ec3c448229eb79650e2bcf6e81b,Article,Scopus,2-s2.0-85102291013
"Ojeda, C.D.E., Artal, C.N.G., Tejera, F.M.H.","Informer, an information organization transformer architecture",2021,381,389,9,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85103812520&partnerID=40&md5=b4467acf9271bb644eb5f963effc7ee1,Conference Paper,Scopus,2-s2.0-85103812520
"O'Regan, J., Forcada, M.L.",Peeking through the language barrier: the development of a free/open-source gisting system for Basque to English based on apertium.org,2013,15,23,9,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84885366302&partnerID=40&md5=9c5aeaa160036491b57f456eed8f0bbd,Article,Scopus,2-s2.0-84885366302
"Ortiz, D., Varea, I.G., Casacuberta, F.",A general framework to deal with the scaling problem in phrase-based statistical machine translation,2007,314,322,9,,10.1007/978-3-540-72849-8_40,https://www.scopus.com/inward/record.url?eid=2-s2.0-38049108314&partnerID=40&md5=f1d23df661fd25821a6d63fbed1d4190,Conference Paper,Scopus,2-s2.0-38049108314
"Ortiz-Martínez, D., García-Varea, I., Casacuberta, F.",The scaling problem in the pattern recognition approach to machine translation,2008,1145,1153,9,3,10.1016/j.patrec.2007.10.001,https://www.scopus.com/inward/record.url?eid=2-s2.0-42049088024&partnerID=40&md5=5cc90916aeacd07ce281d7fdcae17cda,Article,Scopus,2-s2.0-42049088024
"Pan, D.",A study of English word sense disambiguation base on WordNet,2013,166,174,9,,10.1007/978-3-642-36337-5_18,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874119462&partnerID=40&md5=57ef09028cf09a4ddac9588044df6d43,Conference Paper,Scopus,2-s2.0-84874119462
"Park, C., Yang, Y., Lee, C., Lim, H.",Comparison of the Evaluation Metrics for Neural Grammatical Error Correction with Overcorrection,2020,106264,106272,9,,10.1109/ACCESS.2020.2998149,https://www.scopus.com/inward/record.url?eid=2-s2.0-85086741412&partnerID=40&md5=441f4fcd5a1362137f8c3990ce6555d6,Article,Scopus,2-s2.0-85086741412
"Park, J., Zhao, H.",Korean-to-Chinese machine translation using Chinese character as pivot clue,2019,522,530,9,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084960180&partnerID=40&md5=3594479887f6c8864293df008392f2bc,Conference Paper,Scopus,2-s2.0-85084960180
"Patel, R.N., Pimpale, P.B., Sasikumar, M.",Machine translation in Indian languages: Challenges and resolution,2019,437,445,9,4,10.1515/jisys-2018-0014,https://www.scopus.com/inward/record.url?eid=2-s2.0-85053124049&partnerID=40&md5=56e91c0f6165013b38266688b0ef4a4d,Article,Scopus,2-s2.0-85053124049
"Paul, A., Purkayastha, B.S.",English to Nepali Statistical Machine Translation System,2018,423,431,9,,10.1007/978-981-10-6890-4_41,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063258216&partnerID=40&md5=5af51df91fe5924fa91877ad863b3c8a,Book Chapter,Scopus,2-s2.0-85063258216
"Peris, Á., Bolaños, M., Radeva, P., Casacuberta, F.",Video description using bidirectional recurrent neural networks,2016,3,11,9,13,10.1007/978-3-319-44781-0_1,https://www.scopus.com/inward/record.url?eid=2-s2.0-84988358995&partnerID=40&md5=9b76ff95b89124a56bd306fd63f2230b,Conference Paper,Scopus,2-s2.0-84988358995
"Pham, N.L., Nguyen, V.V.",Adapting neural machine translation for english-vietnamese using google translate system for back-translation,2019,531,539,9,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084950355&partnerID=40&md5=6178a245ff31c90bf377b23e8e686160,Conference Paper,Scopus,2-s2.0-85084950355
"Pinnis, M.",Bootstrapping of a Multilingual Transliteration Dictionary for European Languages,2014,132,140,9,1,10.3233/978-1-61499-442-8-132,https://www.scopus.com/inward/record.url?eid=2-s2.0-84948684066&partnerID=40&md5=4a9ce7bec23d5cc70eb0d8b292e47df2,Conference Paper,Scopus,2-s2.0-84948684066
"Pinnis, M., Skadi?š, R.",MT adaptation for under-resourced domains-what works and what not,2012,176,184,9,8,10.3233/978-1-61499-133-5-176,https://www.scopus.com/inward/record.url?eid=2-s2.0-84873165482&partnerID=40&md5=557fc1b721632a8c0a94c7c751643f76,Conference Paper,Scopus,2-s2.0-84873165482
"Popovi?, M., Stein, D., Ney, H.",Statistical machine translation of german compound words,2006,616,624,9,21,10.1007/11816508_61,https://www.scopus.com/inward/record.url?eid=2-s2.0-33749674758&partnerID=40&md5=5a2ba01a1897f9b2a062138b3e9f05d3,Conference Paper,Scopus,2-s2.0-33749674758
"Qi, X., Zhou, H., Chen, H.",An interlingua-based Chinese-English MT system,2002,464,472,9,1,10.1007/BF02943286,https://www.scopus.com/inward/record.url?eid=2-s2.0-0036642319&partnerID=40&md5=86014748f67b7f2450d1056a0338d30c,Article,Scopus,2-s2.0-0036642319
"Rowe, N.C., Schwamm, R., Garfinkel, S.L.",Language translation for file paths,2013,78,86,9,1,10.1016/j.diin.2013.06.009,https://www.scopus.com/inward/record.url?eid=2-s2.0-84881302474&partnerID=40&md5=93ac3e8000e99cc676653a4a5a22d49f,Conference Paper,Scopus,2-s2.0-84881302474
"Rowe, N.C., Schwamm, R., Garfinkel, S.L.",Language translation for file paths,2013,78,86,9,,10.1016/j.diin.2013.06.009,https://www.scopus.com/inward/record.url?eid=2-s2.0-85068669687&partnerID=40&md5=4a8a832e61e7e684f8c91abdda2ef763,Conference Paper,Scopus,2-s2.0-85068669687
"Russo, L., Lóaiciga, S., Gulati, A.",Improving machine translation of null subjects in Italian and Spanish,2012,81,89,9,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84951799362&partnerID=40&md5=60785f15682bc30a96645e6b135ebc9b,Conference Paper,Scopus,2-s2.0-84951799362
"Rychtyckyj, N.",An assessment of machine translation for vehicle assembly process planning at Ford Motor Company,2002,207,215,9,9,10.1007/3-540-45820-4_21,https://www.scopus.com/inward/record.url?eid=2-s2.0-84896971618&partnerID=40&md5=a947d01063de55e5139b6685b8a31af9,Conference Paper,Scopus,2-s2.0-84896971618
"Safiriyu, I.E., Akindeji, O.A., Isau, O.A.",Computational modelling of personal pronouns for English to Yorùbà machine translation system,2015,733,741,9,,10.1109/IntelliSys.2015.7361222,https://www.scopus.com/inward/record.url?eid=2-s2.0-84962690159&partnerID=40&md5=26be318dec816620a90a4f6ba3b33205,Conference Paper,Scopus,2-s2.0-84962690159
"Sanchis-Trilles, G., Casacuberta, F.",Log-linear weight optimisation via Bayesian adaptation in statistical machine translation,2010,1077,1085,9,12,,https://www.scopus.com/inward/record.url?eid=2-s2.0-79959976317&partnerID=40&md5=1aba79e05712e00a379544a9c1143de9,Conference Paper,Scopus,2-s2.0-79959976317
"Semmar, N., Laib, M.",Building multiword expressions bilingual lexicons for domain adaptation of an example-based machine translation system,2017,661,669,9,4,10.26615/978-954-452-049-6-085,https://www.scopus.com/inward/record.url?eid=2-s2.0-85045769122&partnerID=40&md5=6e48b7a18ebcb71bada88140bc37bc67,Conference Paper,Scopus,2-s2.0-85045769122
"Semmar, N., Zennaki, O., Laib, M.",Evaluating the impact of using a domain-specific bilingual lexicon on the performance of a hybrid machine translation approach,2015,579,587,9,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84949758358&partnerID=40&md5=a1b9481bebd29ce741c207c96a82b464,Conference Paper,Scopus,2-s2.0-84949758358
"Sharma, V.K., Mittal, N.",An improvement in statistical machine translation in perspective of Hindi-English cross-lingual information retrieval,2018,1277,1285,9,,10.13053/CyS-22-4-3069,https://www.scopus.com/inward/record.url?eid=2-s2.0-85069611698&partnerID=40&md5=926deb00cf9163cb3f0e413f77b845b4,Article,Scopus,2-s2.0-85069611698
"Shen, L., Xu, J., Weischedel, R.",A new string-to-dependency machine translation algorithm with a target dependency language model,2008,577,585,9,166,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84859913396&partnerID=40&md5=4f14d004a4d25aa1cb5acb71e705dfea,Conference Paper,Scopus,2-s2.0-84859913396
